importação;transformar para polígono?;comunidade associada;name;description;folder;type;geometry;
;;;area do gal alto da boa vista;furnas, fazenda, agrícola, ricardinho, biquinha, matamachado;PCU  RJ - jul 2010;polys;[u'-43.29775903113535,-22.97827962763863,0', u'-43.29672452248652,-22.98235752947846,0', u'-43.2998782160907,-22.98148472683252,0', u'-43.30044596977594,-22.98163209360417,0', u'-43.30064459523015,-22.98208945769546,0', u'-43.29981360678885,-22.98272657136219,0', u'-43.29986822660375,-22.98407941448681,0', u'-43.30033402847932,-22.98501581089799,0', u'-43.30017322703537,-22.98578495164431,0', u'-43.29701162535312,-22.98652544719977,0', u'-43.29333659610149,-22.98408774264623,0', u'-43.29137723513927,-22.98107849472175,0', u'-43.29042084506661,-22.97770326080641,0', u'-43.28719378007346,-22.97596269349236,0', u'-43.28615196533041,-22.97695427300921,0', u'-43.28509831200993,-22.97676590417825,0', u'-43.28466953952662,-22.97691280680273,0', u'-43.28453732752985,-22.97677336750776,0', u'-43.28400155041097,-22.97686525365336,0', u'-43.28380711566297,-22.97709116403411,0', u'-43.2834648659467,-22.97716631235221,0', u'-43.28334861188898,-22.97734813077337,0', u'-43.28204724021261,-22.97696605388391,0', u'-43.28163597045714,-22.97655517062562,0', u'-43.281593498395,-22.97621775064856,0', u'-43.28159056439345,-22.97590205616078,0', u'-43.28132556068908,-22.97290034138042,0', u'-43.283833111654,-22.97076777321371,0', u'-43.2857224921632,-22.97036199805416,0', u'-43.29125721728975,-22.9772797427943,0', u'-43.28880056197149,-22.97433521334871,0', u'-43.28863619869195,-22.97441131626342,0', u'-43.28852714120695,-22.97454155769702,0', u'-43.28832608210458,-22.97492812251377,0', u'-43.29204561385303,-22.97588543373959,0', u'-43.29567239746626,-22.97704907961638,0', u'-43.29775903113535,-22.97827962763863,0'];
;;;GAL Alto da Boa Vista;;PCU  RJ - jul 2010;point;[u'-43.28384154347055,-22.97584904919243,0'];
;;;Colégio Santa Marcelina;Escola Particular. É uma escola de freira;PCU  RJ - jul 2010;point;[u'-43.27739340054746,-22.96420656068077,0'];
;;;Creche Escadinha do Saber;Creche pública;PCU  RJ - jul 2010;point;[u'-43.28417585559092,-22.97196260720424,0'];
;;;E. M. Marc ferrez;;PCU  RJ - jul 2010;point;[u'-43.27809102725199,-22.96504963039337,0'];
;;;E. M. José da silva Araujo;;PCU  RJ - jul 2010;point;[u'-43.29181063278976,-22.97886111111111,0'];
;;;E. M. Diogo Feijó;;PCU  RJ - jul 2010;point;[u'-43.2898616245245,-22.96565854924684,0'];
;;;Centro Comunitário Vila Marina;bancada Pela Santa Marcelina;PCU  RJ - jul 2010;point;[u'-43.2769371595606,-22.96411649635707,0'];
;;;Ass.Mor. do Tijuaçu-AMOTI;;PCU  RJ - jul 2010;point;[u'-43.287361,-22.97226,0'];
;;;Cedae;A Cedae retira da floresta água (grátis) para mandar para varias comunidades;PCU  RJ - jul 2010;point;[u'-43.27408340880438,-22.96126178571297,0'];
;;;;"Rio Cachoeira
Esse  Rio corta duas comunidades (Mata Machada e Maracaí)";PCU  RJ - jul 2010;point;[u'-43.28590967604999,-22.97468515107341,0'];
;;;;"Campo 'dos Cavalo'
Campo de Futebol, atualmente com grama sintética (Porem o espaço não é publico , é cobrado para usá-lo). Espaço também  para fazer festa";PCU  RJ - jul 2010;point;[u'-43.28445643020742,-22.97380760688254,0'];
;;;;Campo Boa Vista;PCU  RJ - jul 2010;point;[u'-43.28323683501866,-22.9711737725107,0'];
;;;;"Praça Afonso Vizeu
Lugar de lazer; onde as famílias vão para ser divertir";PCU  RJ - jul 2010;point;[u'-43.27334692161065,-22.9612809684747,0'];
;;;;"Mercado Iporium
O único mercado que tem no Alto da Boa Vista";PCU  RJ - jul 2010;point;[u'-43.28490151840565,-22.97354766890322,0'];
;;;;Igreja Evangélica Assembléia de Deus do Alto da Boa Vista;PCU  RJ - jul 2010;point;[u'-43.284878,-22.972075,0'];
;;;Ass. de Mor. do Tijuaçu;;PCU  RJ - jul 2010;point;[u'-43.28369510719375,-22.97223791099632,0'];
;;;GALTRANSFORMANDO A MINHA VIDA;"O GAL TRANSFORMANDO A MINHA VIDA , está localizado no Morro Do Adeus - Complexo do Alemão. 
O Morro de Bonsucesso, sinalizado no Mapa,fez fusão com a Associação do Morro do Adeus no ano de 2005. Essa fusão se deu, graças ao atendimento dispensado pela Associação do Morro do Adeus ao Morro de Bonsucesso. Que, não tendo um local adequado para seu funcionamento, resolveu unir. E assim, e a Comunidade passou a ser uma só.
A população em 1980, era em sua maioria, nordestina.
As instituições em sua moioria são Igrejas Evangelicas. (10)
 Há uma única Igreja Católica que está localizada na Rua Engenheiro Manuel Segurado.
Centro Espírita são, entre 3 e 5 no total.";PCU  RJ - jul 2010;point;[u'-43.26366618798193,-22.86451225773268,0'];
;;;PSF;O PSF do Morro do Adeus faz parte do Gal Transformando a Minha Vida.;PCU  RJ - jul 2010;point;[u'-43.26492737359411,-22.8637989072574,0'];
;;;Colégio Baptista Moraes;É uma escola particular que está sempre pronto a servir. Já deu uma bolsa de estudo para um adolescente que se transformou em um jornalista da comunidade. Esse adolescente se chama Rene Silva.;PCU  RJ - jul 2010;point;[u'-43.26529449004563,-22.86380586181698,0'];
;;;Colégio Bardanka Coelho;Colégio Particular acessível á Comunidade.;PCU  RJ - jul 2010;point;[u'-43.25837504855668,-22.861355991269,0'];
;;;Colégio NABE;Este escola é particular, de ensino fundamental e médio.;PCU  RJ - jul 2010;point;[u'-43.2568330219113,-22.86529976965569,0'];
;;;Creche São Pedro Nolasco.;"Apesar de ser particular da Igreja N. S. das Mercês, essa creche é a única que a população do Morro do Adeus tem.
É uma ótima creche. A limpeza, o atendimento a acolhida são de dá agua na boca. Mas, Infelizmente, o poder público não dá apoio. Já deu em outros momentos, mas o Cesar Maia cortou.
Dona Itacy é a Coordenadora e é uma pessoa maravilhosa.";PCU  RJ - jul 2010;point;[u'-43.26437270346806,-22.86252309801711,0'];
;;;Nascibem;"A NASCIBEM é responsãvel por convocar os adolescentes e mobilizar a Comunidade para fazer parte do GAL Transformando a Minha Vida.
Oferece palestras e oficinas sobre saúde sexual e saúde reprodutiva para a comunidade. Distribui preservativos e informativos sobre as DST/HIV e AIDS.
Faz  orientação e dá encaminhamento jurídico para a comunidade.
Trabalha com NÃO VIOLÊNCIA contra a mulher, as crianças e a família.
Distrbui a Lei Maria da Penha, Estatuto do Idoso e do Adolescente.";PCU  RJ - jul 2010;point;[u'-43.25703626403913,-22.86481613540972,0'];
;;;;Lan house;PCU  RJ - jul 2010;point;[u'-43.26642623118727,-22.86358291163719,0'];
;;;;Depósito de lixo (Coleta  seletiva);PCU  RJ - jul 2010;point;[u'-43.26864671005752,-22.86442778354727,0'];
;;;;Borracharia.;PCU  RJ - jul 2010;point;[u'-43.26860288922027,-22.86454893423954,0'];
;;;;"Igreja Batista Filha de Sião
Esta Igreja tem a cultura de fazer ações no Morro do Adeus. Distribui bolsas, corta cabelos, dá aula de música e instrumentos musicais.
É uma grande parceira da Comunidade. Sempre sede os espaços físicos  para  nossos eventos.";PCU  RJ - jul 2010;point;[u'-43.26763457370073,-22.8642182028562,0'];
;;;;"MACIFE
A MACIFE é uma empresa que fabrica estruturas metálicas para a construção, por exemplo,  do Engenhão. Dá emprego para algumas pessoas da comunidade. óprio para servir aos moradores do Morro do Adeus.É um espaço maravilhoso, que poderia ser indicado para  a construção e  implantação de uma VILA OLÍMPICA. Igual a Vila Olímpica Carlos Castilho.";PCU  RJ - jul 2010;point;[u'-43.26583277872065,-22.86470204776804,0'];
;;;;"Igreja de N. S. de Fátima
A Igreja de N. S. de Fátima presta atendimento social á comunidade do Morro do Adeus. Distribui bolsas de alimento, dá atendimento ás famílias e participa de alguns eventos.";PCU  RJ - jul 2010;point;[u'-43.26674570920043,-22.86498154739572,0'];
;;;Área de Atuação - GAL Transformando a Minha Vida;;PCU  RJ - jul 2010;polys;[u'-43.25877138893419,-22.86141670364592,0', u'-43.26172367867771,-22.86239772436023,0', u'-43.26271722672344,-22.86269578361974,0', u'-43.26526417317136,-22.86167687132176,0', u'-43.26710431573312,-22.86197240010554,0', u'-43.26785116474834,-22.86192586739349,0', u'-43.26804218689899,-22.86293899789779,0', u'-43.26852192556752,-22.86360321271227,0', u'-43.26877665392824,-22.86419635153537,0', u'-43.26875933596242,-22.86452032701456,0', u'-43.26210523091187,-22.86517572700919,0', u'-43.26163681758123,-22.86548265734401,0', u'-43.26103790961939,-22.86557398335355,0', u'-43.26075516041095,-22.86596908998268,0', u'-43.26042575083949,-22.86618738533809,0', u'-43.26020587724604,-22.86640958621833,0', u'-43.25944181034394,-22.8662293220018,0', u'-43.25866630735361,-22.86683147159494,0', u'-43.25769422451847,-22.86633733445239,0', u'-43.25800993145536,-22.86580257024119,0', u'-43.25734476559162,-22.8655920442915,0', u'-43.2581691617212,-22.86310563562504,0', u'-43.25877138893419,-22.86141670364592,0'];
;;;;"Antigo ponto final da linha de Ônibus 312
Oficina desativada. Ocupada por uma Oficina  Mecânica.
Esse espaço foi vizitado pelo então, chefe de gabinete da Secretaria MUnicipal de Saúde do Municipio do Rio de Janeiro, nos anos 90, quando da atuação do então Secretário Gazzolla, para implantação do Posto de Saúde solicitado na época.
O Profissional deu ok em relação ao espaço. 
Naquela ocasião a Igreja Batista Filha de Sião estava junto, reveindicando esse serviço.";PCU  RJ - jul 2010;point;[u'-43.2682496610364,-22.86403290660174,0'];
;;;;Frango Assado;PCU  RJ - jul 2010;point;[u'-43.26825793599332,-22.86379582566573,0'];
;;;;"Bar do Zé
Esse Bar é muito antigo.";PCU  RJ - jul 2010;point;[u'-43.26820214916342,-22.86366052301131,0'];
;;;;"Churrasco do Zé Kuentro
Este churrasco tem um público intenso ás sextas feiras.";PCU  RJ - jul 2010;point;[u'-43.26832503040937,-22.86362472308436,0'];
;;;;"Padaria Itararé
Esta padaria fica na esquina da Rua Régio. Ela Fornece pão para os GARIS do Morro do Adeus.";PCU  RJ - jul 2010;point;[u'-43.26818336135347,-22.8635336064923,0'];
;;;;Pensão Comida Caseira;PCU  RJ - jul 2010;point;[u'-43.26739925485119,-22.86364800545844,0'];
;;;;"Igreja Evangélica Assembléia de Deus Ebenezzer
O Pastor Florentino Dirigente desta Igreja é parceiro do Gal oferecendo os espaços físicos para eventos.";PCU  RJ - jul 2010;point;[u'-43.26679896224822,-22.86368978764881,0'];
;;;;"Lavanderia Recupera
A Recupera emprega muitas pessoas da Comunidade.";PCU  RJ - jul 2010;point;[u'-43.26559440514294,-22.86379349194663,0'];
;;;lixo;"Lixeira á céu aberto
Esta lixeira fica em frante o antigo Poste Preto.";PCU  RJ - jul 2010;point;[u'-43.26107565625399,-22.8637546044243,0'];
;;;;Baile Funk;PCU  RJ - jul 2010;point;[u'-43.26276337575396,-22.86286121655884,0'];
;;;;"Quadra da Arapá
Essa é a única quadra da Comunidade e fica na subida do Morro do Adeus.";PCU  RJ - jul 2010;point;[u'-43.26229085847401,-22.8631537148302,0'];
;;;;"Igreja Evangélica Assembléia de Deus.
Esquina da Rua Régio. Antigamente esse espaço era o Armazem do seu Paulinho (falecido)";PCU  RJ - jul 2010;point;[u'-43.26800822339439,-22.86333020993327,0'];
;;;;Bar do Chico;PCU  RJ - jul 2010;point;[u'-43.26777433807764,-22.86281767008139,0'];
;;;;"Mercadinho Soberana do Itararé
Foi convidade como parceiro da Nascobem. Falou que sim...";PCU  RJ - jul 2010;point;[u'-43.26774446856484,-22.86268217038344,0'];
;;;;Ponto de Moto Taxi;PCU  RJ - jul 2010;point;[u'-43.26757905995836,-22.86361498252859,0'];
;;;;Ponto De Moto Taxi;PCU  RJ - jul 2010;point;[u'-43.25782988171076,-22.86137999718661,0'];
;;;;Lojinha de móveis;PCU  RJ - jul 2010;point;[u'-43.25792894920955,-22.86346229399948,0'];
;;;;Ponto de kombi.;PCU  RJ - jul 2010;point;[u'-43.25683118982283,-22.86558837192423,0'];
;;;Transformando pelo Esporte;"Vila São Pedro- É uma comunidade situada em Bonsucesso entre a Rua Uranos e a Av. dos Democáticos tem como referência a saída 7 da linha amarela,é uma comunidade onde não há muitos recursos ou projetos desenvolvidos para trazer benefícios aos jovens,crianças e idosos,pouca iluminação e caso de abandono por conta do governo e representates do mesmo, é uma comunidade amigável (passifica) onde não há muitos conflitos por parte do tráfico por ser uma favela pequena.
Somos carentes de locais para diversão tais como: Lonas culturais,Pracinhas,rádios comunitárias,locais seguros para momentos de lazer etc...

► IASESPE é uma instituição não governamental sem ajuda religiosa,filantrófica ou politico-partidária, onde por meio de palestras e projetos procura atender as necessidades mais próximas das pessoas que residem na Vila são Pedro e adjacências.Recentemente trqabalho com reforços escolar,trabalhos artesanais,projeto 2º tempo,palestras sobre TB HIV DST's e AIDS, distribuição de preservativos 
O seu trabalho comunitário abrange a Vila São pedro,um pedaço da comunidade CAH e a comunidade de Manguinhos 

►IASESPE-instituto de ação social Esporte e Educação
►Centros espíritas
►Grupo de mães
►Grupo teatral
►Grupo de jovens
►Igreja Pentecostal";PCU  RJ - jul 2010;point;[u'-43.25505565649169,-22.87052388052904,0'];
;;;Escola Nossa Senhora de Bonsucesso;Localizado em Bonsucesso a Escola Nossa Senhora do Bonsucesso, nos seus 71 anos de existência, é uma tradicional instituição de ensino da zona da Leopoldina.;PCU  RJ - jul 2010;point;[u'-43.25767906129899,-22.86941247766479,0'];
;;;Colégio Linear;;PCU  RJ - jul 2010;point;[u'-43.25558591913781,-22.86972114076762,0'];
;;;Jardim Escola Natureza Encantada;;PCU  RJ - jul 2010;point;[u'-43.2558266251095,-22.86859808249154,0'];
;;;E. M. D.João VI;;PCU  RJ - jul 2010;point;[u'-43.2631512128171,-22.87305719360925,0'];
;;;E. M. Orozimbo Nonato;;PCU  RJ - jul 2010;point;[u'-43.26276742276011,-22.87295189439747,0'];
;;;P. S. da  FIOCRUZ;é o local onde as famílias da comunidade se tratam onde há PSF atendimentos psicológicos acompanhamentos nutricionais etc...;PCU  RJ - jul 2010;point;[u'-43.25009952425275,-22.87813442541383,0'];
;;;;21ª DP;PCU  RJ - jul 2010;point;[u'-43.25816944444444,-22.87280555555556,0'];
;;;Ass. Mor. da Vila São Pedro;;PCU  RJ - jul 2010;point;[u'-43.25615930448488,-22.87152175162986,0'];
;;;;Ministério Mão no Arado;PCU  RJ - jul 2010;point;[u'-43.25449781609676,-22.87114886618696,0'];
;;;;"Lan house do RUY
Locais de lazer para crianças e jovens e adultos que não tem onde acessar a internet e pelos jogos online";PCU  RJ - jul 2010;point;[u'-43.25576080076064,-22.87130864555169,0'];
;;;;"Pracinha da Vila São Pedro
Pracinha onde há pouca luminosidade e grande descaso,mais os jobvens o usam pra se encontrar,conversar e por o papo em dia!";PCU  RJ - jul 2010;point;[u'-43.25672002963846,-22.87132714361387,0'];
;;;;Pracinha da Vila São Pedro;PCU  RJ - jul 2010;point;[u'-43.25672002963846,-22.87132714361387,0'];
;;;;Quadra do Esperança;PCU  RJ - jul 2010;point;[u'-43.2530065163642,-22.87646199649634,0'];
;;;;QUADRA CAH;PCU  RJ - jul 2010;point;[u'-43.25761802293015,-22.87198901900383,0'];
;;;;Quadra da Santa Mariana;PCU  RJ - jul 2010;point;[u'-43.25915065341862,-22.86949006159511,0'];
;;;IASESPE;►Instituto de Ação Social Esporte e Educação;PCU  RJ - jul 2010;point;[u'-43.2548649000696,-22.87091528558836,0'];
;;;;PRAÇA DO REDONDO;PCU  RJ - jul 2010;point;[u'-43.25591127754034,-22.86951080824148,0'];
;;;;"Moto Táxi
Local onde jovens trabalham e tiram de lá seus sustentos.";PCU  RJ - jul 2010;point;[u'-43.25414772225814,-22.87148955065718,0'];
;;;;mercadinho do William;PCU  RJ - jul 2010;point;[u'-43.25570532877941,-22.87021345294626,0'];
;;;;padaria do PASTOR;PCU  RJ - jul 2010;point;[u'-43.25490763706399,-22.87142394452034,0'];
;;;;"L & L Lanches ( dona Luiza)
LOCAIS ONDE OS JOVENS VÃO PARA COMPRAR LANCHES E CONVERSAR";PCU  RJ - jul 2010;point;[u'-43.2543087687924,-22.87133456278035,0'];
;;;;"Dom pizza
PIZZARIA";PCU  RJ - jul 2010;point;[u'-43.25550140273751,-22.87077831353173,0'];
;;;;"LANCHONETE DO ZÉ
Locais onde os jovens costumam comer salgado pelo preço baixo";PCU  RJ - jul 2010;point;[u'-43.25542688601303,-22.87129664049095,0'];
;;;;Oficina Tonicar Pintura;PCU  RJ - jul 2010;point;[u'-43.25526373313902,-22.87015492648572,0'];
;;;;"Mecânica do Sandro
LOCAIS ONDE JOVENS QUE TEM MOTOS E CARROS VÃO PARA CONSERTAR SEUS VEÍCULOS,POIS SÃO ATENDIDOS POR JOVENS COMO ELES E PELA AMIZADE";PCU  RJ - jul 2010;point;[u'-43.25255282277377,-22.87582760276288,0'];
;;;;"Animais do MGH
Animais como porcos galinhas e cavalos ficam a céu aberto trazendo riscos e podendo trazer também doenças para as pessoas que residem em manguinhos e adjacencias.
entre esses animais estão mosquitos ratos entre outros";PCU  RJ - jul 2010;point;[u'-43.25352397400157,-22.87562993056796,0'];
;;;;Nossa Senhora de Bonsucesso;PCU  RJ - jul 2010;point;[u'-43.25748765619922,-22.86968313132405,0'];
;;;;Igreja Universal;PCU  RJ - jul 2010;point;[u'-43.25577385581929,-22.86802849083451,0'];
;;;;Maçonaria;PCU  RJ - jul 2010;point;[u'-43.25524687802595,-22.87101312441036,0'];
;;;;Estação de bonsucesso;PCU  RJ - jul 2010;point;[u'-43.25530941462992,-22.86787343884503,0'];
;;;;ponto de onibus;PCU  RJ - jul 2010;point;[u'-43.25828784330352,-22.87067806635427,0'];
;;;;Ponto Final 917;PCU  RJ - jul 2010;point;[u'-43.25602134911168,-22.86860282545932,0'];
;;;;Ponto Final 908;PCU  RJ - jul 2010;point;[u'-43.25607041267034,-22.86810535626479,0'];
;;;;Ponto final 920;PCU  RJ - jul 2010;point;[u'-43.25637770467495,-22.86783933681596,0'];
;;;;ponto final 728;PCU  RJ - jul 2010;point;[u'-43.25661056583223,-22.86777207889728,0'];
;;;;ponto final 918;PCU  RJ - jul 2010;point;[u'-43.256929615312,-22.86770269925802,0'];
;;;;Garageml da linha 630,680 VIAÇÃO PENHA;PCU  RJ - jul 2010;point;[u'-43.25719900901108,-22.86817323799328,0'];
;;;;moradores de rua;PCU  RJ - jul 2010;point;[u'-43.25367584374678,-22.87228554374037,0'];
;;;;Moradores de rua;PCU  RJ - jul 2010;point;[u'-43.25705951910112,-22.871384405502,0'];
;;;;moradores de rua;PCU  RJ - jul 2010;point;[u'-43.25813552676584,-22.8732327450927,0'];
;;;Abrigo Cristo Redentor;Local onde é acolhido jovens crianças e idosos,onde tem acompanhamentos psicológicos e atendimentos médicos.;PCU  RJ - jul 2010;point;[u'-43.25578728989727,-22.87465395411794,0'];
;;;;"LiXÃO
Locais onde os moradores porquinhos deixam seus restos e a Comlurb só passa de vez em quanto";PCU  RJ - jul 2010;point;[u'-43.25469481198552,-22.87040643037455,0'];
;;;;"LIXÃO
Locais onde os moradores porquinhos deixam seus restos e a Comlurb só passa de vez em quanto";PCU  RJ - jul 2010;point;[u'-43.25315377686849,-22.87540833151557,0'];
;;;;LIXÃO;PCU  RJ - jul 2010;point;[u'-43.25590475037373,-22.87073649639163,0'];
;;;;LIXÃO;PCU  RJ - jul 2010;point;[u'-43.25540432718928,-22.86934117881194,0'];
;;;;CASA ABANDONADA COM LIXO;PCU  RJ - jul 2010;point;[u'-43.25821654389755,-22.87017973405286,0'];
;;;;;PCU  RJ - jul 2010;point;[u'-43.2550241902948,-22.87092713761265,0'];
;;;GAL União;;PCU  RJ - jul 2010;point;[u'-43.26189364723,-22.92650131250916,0'];
;;;E. M. Afonso Penna;;PCU  RJ - jul 2010;point;[u'-43.24010792787779,-22.92437668673405,0'];
;;;Instituto Raimunda Astrogilda;;PCU  RJ - jul 2010;point;[u'-43.25483398622832,-22.93248787991978,0'];
;;;;MÃE CRECHEIRA;PCU  RJ - jul 2010;point;[u'-43.25824095525137,-22.93438495241277,0'];
;;;;MÃE CRECHEIRA;PCU  RJ - jul 2010;point;[u'-43.25722828266576,-22.93334274708158,0'];
;;;Creche Nova Divineia;;PCU  RJ - jul 2010;point;[u'-43.2648566693146,-22.93036889642556,0'];
;;;Creche João Paulo II;;PCU  RJ - jul 2010;point;[u'-43.2616624082064,-22.92896839294901,0'];
;;;Creche São Sebastião;;PCU  RJ - jul 2010;point;[u'-43.26175643329302,-22.93660946833123,0'];
;;;Creche Manuel Galdino;;PCU  RJ - jul 2010;point;[u'-43.26121703399985,-22.93302241921136,0'];
;;;Creche Winnie Mandela;;PCU  RJ - jul 2010;point;[u'-43.25777743293668,-22.93365852952597,0'];
;;;Escola Batista Pereira;;PCU  RJ - jul 2010;point;[u'-43.24370645260434,-22.92234714583819,0'];
;;;E.M. Afranio Pexoto;;PCU  RJ - jul 2010;point;[u'-43.25485098462899,-22.92692449562872,0'];
;;;E.M. Epitácio Pessoa;;PCU  RJ - jul 2010;point;[u'-43.25092988280004,-22.92978112098799,0'];
;;;E.M. Rodrigo Mello Franco de Andrade;;PCU  RJ - jul 2010;point;[u'-43.25050143616709,-22.93016909038862,0'];
;;;CEMASI (CAS);;PCU  RJ - jul 2010;point;[u'-43.25672608480399,-22.93278373920597,0'];
;;;CEMASI Centro da Juventude;;PCU  RJ - jul 2010;point;[u'-43.26007301216524,-22.93052721627574,0'];
;;;Ass. Mor. Vila Rica;;PCU  RJ - jul 2010;point;[u'-43.26611717383774,-22.92960024836085,0'];
;;;Ass. Mor. do Parque João Paulo II;;PCU  RJ - jul 2010;point;[u'-43.26205791630856,-22.92943286797192,0'];
;;;Ass. Mor. Nova Divinea;;PCU  RJ - jul 2010;point;[u'-43.26426324996426,-22.93082087287061,0'];
;;;Ass.de Mor. JK;;PCU  RJ - jul 2010;point;[u'-43.26007807369052,-22.93073855782266,0'];
;;;Ass. do Jamelão;;PCU  RJ - jul 2010;point;[u'-43.26125579273933,-22.93383797984583,0'];
;;;Ass. Mor. e Amigos do Morro do Andaraí;;PCU  RJ - jul 2010;point;[u'-43.25742446879184,-22.93454772495401,0'];
;;;;Light;PCU  RJ - jul 2010;point;[u'-43.2570462649671,-22.93064826216711,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.26191650274187,-22.93610768290719,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.25637305572483,-22.93315931794167,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.25384687534972,-22.93062920081238,0'];
;;;;IGREJA TESTEMUNHA DE JEOVÁ;PCU  RJ - jul 2010;point;[u'-43.25130256648176,-22.92685934470104,0'];
;;;;IGREJA BATISTA DO ANDARAI;PCU  RJ - jul 2010;point;[u'-43.25040916945161,-22.92599832274375,0'];
;;;;IGREJA SÃO COSME E SÃO DAMIÃO;PCU  RJ - jul 2010;point;[u'-43.25256340080441,-22.92856123534596,0'];
;;;;IGREJA DEUS É AMOR;PCU  RJ - jul 2010;point;[u'-43.26097423977926,-22.93008576974389,0'];
;;;;II IGREJA BATISTA DO GRAJAÚ;PCU  RJ - jul 2010;point;[u'-43.2621142380667,-22.92930854748382,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.25991223135419,-22.93005051381595,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.25809264973076,-22.93227025336011,0'];
;;;;IGREJA CASA DA BENÇÃO;PCU  RJ - jul 2010;point;[u'-43.25846883284486,-22.93339701492532,0'];
;;;;igreja yesliana;PCU  RJ - jul 2010;point;[u'-43.25001156418314,-22.92830257510985,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.25752981586825,-22.93223597185637,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.26030737139081,-22.93218557286453,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.25780477370725,-22.93431140422002,0'];
;;;;IGREJA ASSEMBLÉIA DE DEUS;PCU  RJ - jul 2010;point;[u'-43.25646653828626,-22.93191863486932,0'];
;;;;IGREJA;PCU  RJ - jul 2010;point;[u'-43.2571632235689,-22.9341126842789,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.26192458863365,-22.92952058564593,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.25045116529915,-22.92539514486463,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.25073804161985,-22.92792963345903,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.26262743601996,-22.92948263465005,0'];
;;;;igreja Nossa Senhora de Aparecida;PCU  RJ - jul 2010;point;[u'-43.26228293851966,-22.92931716312417,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.26302019594299,-22.92966557225394,0'];
;;;;igreja Nossa Senhora de Fatima;PCU  RJ - jul 2010;point;[u'-43.26410535657614,-22.92956541333457,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.26534240037901,-22.92982647062868,0'];
;;;Hospital do Andarai;;PCU  RJ - jul 2010;point;[u'-43.25234572512185,-22.92769067607792,0'];
;;;Clinica;;PCU  RJ - jul 2010;point;[u'-43.25636968560115,-22.9262788980193,0'];
;;;P.S. Maria Augusta Estrela;;PCU  RJ - jul 2010;point;[u'-43.25319455807836,-22.91648751564052,0'];
;;;P.S. Heitor Beltrão;;PCU  RJ - jul 2010;point;[u'-43.23458001884815,-22.92997019380578,0'];
;;;Hospital dos Italianos;;PCU  RJ - jul 2010;point;[u'-43.26367549771375,-22.91788950272188,0'];
;;;;quadra da caçapava;PCU  RJ - jul 2010;point;[u'-43.2602032936481,-22.93038142049162,0'];
;;;;campo da caçapava;PCU  RJ - jul 2010;point;[u'-43.26005689087881,-22.92961235790152,0'];
;;;;campo da sa viana;PCU  RJ - jul 2010;point;[u'-43.2629431914449,-22.92898557778253,0'];
;;;;campo da borda;PCU  RJ - jul 2010;point;[u'-43.26525573933053,-22.9290822191924,0'];
;;;;campo do jamelão;PCU  RJ - jul 2010;point;[u'-43.26052273138443,-22.93349885154504,0'];
;;;;quadra do cemasi;PCU  RJ - jul 2010;point;[u'-43.25601020665283,-22.93292031946952,0'];
;;;;campo do borrachinha;PCU  RJ - jul 2010;point;[u'-43.26112894809762,-22.93590944486685,0'];
;;;;campo do eugenio;PCU  RJ - jul 2010;point;[u'-43.25441972675456,-22.9317713224667,0'];
;;;;ponto do 217;PCU  RJ - jul 2010;point;[u'-43.25418597649853,-22.93088570627507,0'];
;;;;viação tijuquinha;PCU  RJ - jul 2010;point;[u'-43.25359446880999,-22.92962504536737,0'];
;;;;viação saens peña;PCU  RJ - jul 2010;point;[u'-43.25454657019719,-22.93072786361447,0'];
;;;;ponto do 435;PCU  RJ - jul 2010;point;[u'-43.26140994874425,-22.91973840851501,0'];
;;;;ponto do 226;PCU  RJ - jul 2010;point;[u'-43.26483698195168,-22.92288431129319,0'];
;;;;ponto do 423;PCU  RJ - jul 2010;point;[u'-43.26175673798906,-22.91921164705794,0'];
;;;;ponto do 434;PCU  RJ - jul 2010;point;[u'-43.2617689557601,-22.9191058402507,0'];
;;;;ponto do santa rosa;PCU  RJ - jul 2010;point;[u'-43.26176891326089,-22.91900362063867,0'];
;;;;linha do 222;PCU  RJ - jul 2010;point;[u'-43.25875850195212,-22.91958178299386,0'];
;;;;linha 432;PCU  RJ - jul 2010;point;[u'-43.25357170922828,-22.92066268727421,0'];
;;;Corpo de Bombeiros;;PCU  RJ - jul 2010;point;[u'-43.26552199609856,-22.91875148519602,0'];
;;;Escola de samba Flor da Mina do Andarai;clube canarvalesco escola de samba flor da mina do andarai;PCU  RJ - jul 2010;point;[u'-43.25571762872987,-22.93206079177527,0'];
