name;description;folder;type;geometry
"Morro da Matinha";"festa do dia das crianças";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.28431202642618,-22.859542048644,0']"
"GALTRANSFORMANDO A MINHA VIDA";"O GAL TRANSFORMANDO A MINHA VIDA , está localizado no Morro Do Adeus - Complexo do Alemão. <br>O Morro de Bonsucesso, sinalizado no Mapa,fez fusão com a Associação do Morro do Adeus no ano de 2005. Essa fusão se deu, graças ao atendimento dispensado pela Associação do Morro do Adeus ao Morro de Bonsucesso. Que, não tendo um local adequado para seu funcionamento, resolveu unir. E assim, e a Comunidade passou a ser uma só.<br>A população em 1980, era em sua maioria, nordestina.<br>As instituições em sua moioria são Igrejas Evangelicas. (10)<br> Há uma única Igreja Católica que está localizada na Rua Engenheiro Manuel Segurado.<br>Centro Espírita são, entre 3 e 5 no total.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26366618798193,-22.86451225773268,0']"
"PSF";"O PSF do Morro do Adeus faz parte do Gal Transformando a Minha Vida.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26492737359411,-22.8637989072574,0']"
"Colégio Baptista Moraes";"É uma escola particular que está sempre pronto a servir. Já deu uma bolsa de estudo para um adolescente que se transformou em um jornalista da comunidade. Esse adolescente se chama Rene Silva.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26529449004563,-22.86380586181698,0']"
"Colégio Bardanka Coelho";"Colégio Particular acessível á Comunidade.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25837504855668,-22.861355991269,0']"
"Colégio NABE";"Este escola é particular, de ensino fundamental e médio.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.2568330219113,-22.86529976965569,0']"
"Creche São Pedro Nolasco.";"Apesar de ser particular da Igreja N. S. das Mercês, essa creche é a única que a população do Morro do Adeus tem.<br>É uma ótima creche. A limpeza, o atendimento a acolhida são de dá agua na boca. Mas, Infelizmente, o poder público não dá apoio. Já deu em outros momentos, mas o Cesar Maia cortou.<br>Dona Itacy é a Coordenadora e é uma pessoa maravilhosa.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26437270346806,-22.86252309801711,0']"
"Nascibem";"A NASCIBEM é responsãvel por convocar os adolescentes e mobilizar a Comunidade para fazer parte do GAL Transformando a Minha Vida.<br>Oferece palestras e oficinas sobre saúde sexual e saúde reprodutiva para a comunidade. Distribui preservativos e informativos sobre as DST/HIV e AIDS.<br>Faz  orientação e dá encaminhamento jurídico para a comunidade.<br>Trabalha com NÃO VIOLÊNCIA contra a mulher, as crianças e a família.<br>Distrbui a Lei Maria da Penha, Estatuto do Idoso e do Adolescente.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25703626403913,-22.86481613540972,0']"
"";"Lan house";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26642623118727,-22.86358291163719,0']"
"";"Depósito de lixo (Coleta  seletiva)";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26864671005752,-22.86442778354727,0']"
"";"Borracharia.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26860288922027,-22.86454893423954,0']"
"";"Igreja Batista Filha de Sião<br>Esta Igreja tem a cultura de fazer ações no Morro do Adeus. Distribui bolsas, corta cabelos, dá aula de música e instrumentos musicais.<br>É uma grande parceira da Comunidade. Sempre sede os espaços físicos  para  nossos eventos.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26763457370073,-22.8642182028562,0']"
"";"MACIFE<br>A MACIFE é uma empresa que fabrica estruturas metálicas para a construção, por exemplo,  do Engenhão. Dá emprego para algumas pessoas da comunidade. óprio para servir aos moradores do Morro do Adeus.É um espaço maravilhoso, que poderia ser indicado para  a construção e  implantação de uma VILA OLÍMPICA. Igual a Vila Olímpica Carlos Castilho.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26583277872065,-22.86470204776804,0']"
"";"Igreja de N. S. de Fátima<br>A Igreja de N. S. de Fátima presta atendimento social á comunidade do Morro do Adeus. Distribui bolsas de alimento, dá atendimento ás famílias e participa de alguns eventos.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26674570920043,-22.86498154739572,0']"
"Área de Atuação - GAL Transformando a Minha Vida";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"polys";"[u'-43.25877138893419,-22.86141670364592,0', u'-43.26172367867771,-22.86239772436023,0', u'-43.26271722672344,-22.86269578361974,0', u'-43.26526417317136,-22.86167687132176,0', u'-43.26710431573312,-22.86197240010554,0', u'-43.26785116474834,-22.86192586739349,0', u'-43.26804218689899,-22.86293899789779,0', u'-43.26852192556752,-22.86360321271227,0', u'-43.26877665392824,-22.86419635153537,0', u'-43.26875933596242,-22.86452032701456,0', u'-43.26210523091187,-22.86517572700919,0', u'-43.26163681758123,-22.86548265734401,0', u'-43.26103790961939,-22.86557398335355,0', u'-43.26075516041095,-22.86596908998268,0', u'-43.26042575083949,-22.86618738533809,0', u'-43.26020587724604,-22.86640958621833,0', u'-43.25944181034394,-22.8662293220018,0', u'-43.25866630735361,-22.86683147159494,0', u'-43.25769422451847,-22.86633733445239,0', u'-43.25800993145536,-22.86580257024119,0', u'-43.25734476559162,-22.8655920442915,0', u'-43.2581691617212,-22.86310563562504,0', u'-43.25877138893419,-22.86141670364592,0']"
"";"Antigo ponto final da linha de Ônibus 312<br>Oficina desativada. Ocupada por uma Oficina  Mecânica.<br>Esse espaço foi vizitado pelo então, chefe de gabinete da Secretaria MUnicipal de Saúde do Municipio do Rio de Janeiro, nos anos 90, quando da atuação do então Secretário Gazzolla, para implantação do Posto de Saúde solicitado na época.<br>O Profissional deu ok em relação ao espaço. <br>Naquela ocasião a Igreja Batista Filha de Sião estava junto, reveindicando esse serviço.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.2682496610364,-22.86403290660174,0']"
"";"Frango Assado";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26825793599332,-22.86379582566573,0']"
"";"Bar do Zé<br>Esse Bar é muito antigo.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26820214916342,-22.86366052301131,0']"
"";"Churrasco do Zé Kuentro<br>Este churrasco tem um público intenso ás sextas feiras.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26832503040937,-22.86362472308436,0']"
"";"Padaria Itararé<br>Esta padaria fica na esquina da Rua Régio. Ela Fornece pão para os GARIS do Morro do Adeus.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26818336135347,-22.8635336064923,0']"
"";"Pensão Comida Caseira";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26739925485119,-22.86364800545844,0']"
"";"Igreja Evangélica Assembléia de Deus Ebenezzer<br>O Pastor Florentino Dirigente desta Igreja é parceiro do Gal oferecendo os espaços físicos para eventos.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26679896224822,-22.86368978764881,0']"
"";"Lavanderia Recupera<br>A Recupera emprega muitas pessoas da Comunidade.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26559440514294,-22.86379349194663,0']"
"lixo";"Lixeira á céu aberto<br>Esta lixeira fica em frante o antigo Poste Preto.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26107565625399,-22.8637546044243,0']"
"";"Baile Funk";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26276337575396,-22.86286121655884,0']"
"";"Quadra da Arapá<br>Essa é a única quadra da Comunidade e fica na subida do Morro do Adeus.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26229085847401,-22.8631537148302,0']"
"";"Igreja Evangélica Assembléia de Deus.<br>Esquina da Rua Régio. Antigamente esse espaço era o Armazem do seu Paulinho (falecido)";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26800822339439,-22.86333020993327,0']"
"";"Bar do Chico";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26777433807764,-22.86281767008139,0']"
"";"Mercadinho Soberana do Itararé<br>Foi convidade como parceiro da Nascobem. Falou que sim...";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26774446856484,-22.86268217038344,0']"
"";"Ponto de Moto Taxi";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26757905995836,-22.86361498252859,0']"
"";"Ponto De Moto Taxi";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25782988171076,-22.86137999718661,0']"
"";"Lojinha de móveis";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25792894920955,-22.86346229399948,0']"
"";"Ponto de kombi.";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25683118982283,-22.86558837192423,0']"
"feira de saúde";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.2475601725932,-22.91617404400778,0']"
"forúm comunitario";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24437676790023,-22.91583805843842,0']"
"posto de coleta e reciclegem";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.2519735700614,-22.91383326626341,0']"
"encontro com jovens";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25243576525003,-22.91372374841908,0']"
"articulação com a escola";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24436720140866,-22.91573897247175,0']"
"feira de saúde e distribuição de fanzine";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26450007551321,-22.9225170749727,0']"
"academia da terceira idade";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25110411283042,-22.91665569525646,0']"
"distribuição de folhetos informativos";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25083111356426,-22.91677456118835,0']"
"distribuição de fazine";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24228016475132,-22.913148918975,0']"
"faetec";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.2397521051366,-22.91159364668534,0']"
"igreja";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24004002415204,-22.91176777208526,0']"
"Poli Clinica";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24218669228306,-22.90681810829849,0']"
"Abrigo AIRTON SENA";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24242123641506,-22.90738637506873,0']"
"Convento";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25220089658343,-22.91688785442765,0']"
"Igreja divino";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25069415903297,-22.91749089126017,0']"
"Encontro do grupo que trabalhou na campanha da prevenção";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24999324819312,-22.91871395596641,0']"
"super mercado extra";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24947120722751,-22.91690809936588,0']"
"Distribuição de Fanzine";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25244696648061,-22.92110103635426,0']"
"Ass. AMAVI";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24961609936955,-22.91635211705508,0']"
"Reunião da prevenção";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24965796648001,-22.9163528085187,0']"
"mobilição da comunidade";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26019391789865,-22.91601187114847,0']"
"Distribuição de Fanzine";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24979350870833,-22.91236949991331,0']"
"Escola João Gulard";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25269904891868,-22.92134432474609,0']"
"Padaria";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24850553781007,-22.91208906861817,0']"
"padaria";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25468333333333,-22.91549037958543,0']"
"Lan House";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24965759152338,-22.91239150469358,0']"
"futebol";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24821001236806,-22.91193067860414,0']"
"divulgação no jornal Vila em foco";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24371328536216,-22.91551928040308,0']"
"Pista de Skate";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25166124520819,-22.91473669960953,0']"
"Distribuição de fanzine";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25157533084186,-22.91492526142373,0']"
"Visita a morada da Esperança";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.26198834837774,-22.91734840788371,0']"
"Posto de Prevenção de DST´S";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25050674317725,-22.91732261005581,0']"
"UPP SOCIAL";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25888204933473,-22.91388743732013,0']"
"posto de coleta de sangue. bentinho";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23753894438998,-22.91438705814692,0']"
"lojas america";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23839157081731,-22.91417067359209,0']"
"Distribuição de Fanzine";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24861866331183,-22.91180963625502,0']"
"GAL Sempre Unidos II";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25265093233367,-22.91323492845057,0']"
"Pintinho de Ouro";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25257281382694,-22.91515030427848,0']"
"Escola João Fredo";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23835885083209,-22.91526155537881,0']"
"Creche da Funlar";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24797201238076,-22.91184345780896,0']"
"Creche da Dinda";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25489376447638,-22.91433637009564,0']"
"E.M. Republica da Argentina";"tem grande ferquentação de alunos e pais por fucionar de dia ea noite <br><br>se localisa na Rua: Boulervard 28 de Setenbro,353";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23845142038496,-22.91462264952096,0']"
"Cerche Germinal da Vila";"Rua: PETROCOCHINO NUMERO 73";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25561750815445,-22.91404787871895,0']"
"E. M. Equador";"fuciona de manhã ea tarde do seisto ano mao nono, a noite do primeiro ano ao terceiro ano<br><br>se localiza na Rua: boul  28 de setembro, 353";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24440696291018,-22.91574027383615,0']"
"Posto de Saúde";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25318857095064,-22.91645610542357,0']"
"Hospital do Andarai";"tem uma grade procura pela população  de comunidade <br><br>se localiza na Rua: Gastão Penalva";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25264161995391,-22.92818811653271,0']"
"Hospital Pedro Hernesto";"possui marternidadade";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23724152864347,-22.91454626813301,0']"
"Ass. de moradores";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25239072562119,-22.91378990346279,0']"
"Escola de Samba de Vila Isabel";"tem algumas obras socias   muito frequenta pela comunidade";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24890253397603,-22.91627719253666,0']"
"Centro Cultural Pão de Açucar";"o ferece diversos cursos , de desenho pintura, aula de dança, axé hip hop etc...";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24509581623013,-22.91919817871803,0']"
"";"lazer";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24240198531575,-22.91317148392834,0']"
"";"moto taxi";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.25022117905787,-22.91707424721026,0']"
"";"transporte";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24206008270303,-22.91316697707207,0']"
"";"unibanco";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24412945495234,-22.91565567792732,0']"
"";"mini mercado marataizes";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.2544331436291,-22.91549704873743,0']"
"Shopping";"diversas lojas para o consumidos grande pono de encontro e passeio da comunidade";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24993189101659,-22.91877452550128,0']"
"";"associação da igreja metodista<br>realiza obras socias para crianças infanto juvel da comunidade de seg, sext de manhã e a tearde<br><br>se localiza na Rua: boul 28 de Setembro ,400";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.24936043000423,-22.91625906380294,0']"
"GAL Republica Imperial";"Complexos do Caju";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22470961661782,-22.8791462130501,0']"
"Creche Mun. Senninha";"Unidade Escolar: E/SUBE/CRE(01.01.603) - Creche Municipal Senninha - 18763 <br>Diretor: ELNIRA PEREIRA<br> <br>Endereço: Travessa Mangueira - Parque Boa Esperança S/N°  <br>Bairro: Caju <br>Cep: 20931-001 <br>Telefone: 3895-3384<br> <br>E-mail:  <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 6 <br>Turnos: Horário Integral<br> <br>Série Quantidade de Alunos <br>Ed. Infantil - Creche 141";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22865131110739,-22.88303772968873,0']"
"Cr. Mun. Ladeira Funcionários";"Unidade Escolar: E/SUBE/CRE(01.01.601) - Creche Municipal Ladeira dos Funcionários - 17903 <br>Diretor: DIVINA SABINO RAMOS<br> <br>Endereço: Rua Carlos Seidl - Ladeira dos Funcionários 1.281  <br>Bairro: Caju <br>Cep: 20931-004 <br>Telefone: 2580-3468<br> <br>E-mail:  <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 7 <br>Turnos: Horário Integral<br> <br>Série";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22412059805123,-22.879443104987,0']"
"Cr. Mun. Sempre Vida";"Unidade Escolar: E/SUBE/CRE(01.01.604) - Creche Municipal Sempre Vida P. Conquista - 18759 <br>Diretor: RUTE ALBANITA DA SILVA LOPES FERREIRA<br> <br>Endereço: Rua Carlos Seidl - Parque Conquista 950 Fundos <br>Bairro: Caju <br>Cep: 20931-001 <br>Telefone: 3895-3383<br> <br>E-mail:  <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 2 <br>Turnos: Horário Integral<br> <br>Série Quantidade de Alunos <br>Ed. Infantil - Creche 50 <br><br>--------------------------------------------------------------------------------";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22646434638403,-22.87787677753796,0']"
"Cr. Mun. Clemente Ferreira";"Unidade Escolar: E/SUBE/CRE(01.01.605) - Creche Municipal Clemente Ferreira - 18668 <br>Diretor: HELENA SILVEIRA VIEIRA<br> <br>Endereço: Rua Carlos Seidl - V. Clemente Ferreira 813  <br>Bairro: Caju <br>Cep: 20931-002 <br>Telefone: 2587-1981<br> <br>E-mail:  <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 4 <br>Turnos: Horário Integral<br> <br>Série Quantidade de Alunos <br>Ed. Infantil - Creche 85";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22253769993968,-22.8762081958492,0']"
"C.E. Olavo Bilac";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22444112914001,-22.89254910824787,0']"
"Ciep Min. Gustavo Capanema";"Unidade Escolar: E/SUBE/CRE(04.30.201) - Ciep Ministro Gustavo Capanema - 11579 <br>Diretor: ELIANE FERREIRA SILVA<br> <br>Endereço: Via A1 - Setor Pinheiro   <br>Bairro: Bonsucesso <br>Cep: 21040-080 <br>Telefone: 2290-0588<br>2230-3835<br> <br>E-mail: ciepgustavo@rio.rj.gov.br <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 27 <br>Turnos: PEJ<br>1º. Turno<br>2º. Turno<br> <br>Série Quantidade de Alunos <br>Ciclo de Formação - Período Final 207 <br>Ciclo de Formação - Período Inicial 174 <br>Ciclo de Formação - Período Intermediário 171 <br>Classe Especial 12 <br>Ed. Infantil - Pré-Escola 298 <br>PEJ 1 Bloco 1 71 <br>PEJ 1 Bloco 2 89 <br>PEJ 2 Bloco 1 71 <br>PEJ 2 Bloco 2 79 <br>4º Ano 119 <br>5º Ano 108 <br><br>--------------------------------------------------------------------------------";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23807652815736,-22.86922265864957,0']"
"EM Teotonio Vilela";"Unidade Escolar: E/SUBE/CRE(04.30.002) - Escola Municipal Teotonio Vilela - 11590 <br>Diretor: BARBARA SUELY DE FREITAS NEPOMUCENO<br> <br>Endereço: Rua Manoel Falcão , S/Nº   <br>Bairro: Manguinhos <br>Cep: 21041-610 <br>Telefone: 2280-3816<br>2561-4214<br> <br>E-mail: emvillela@rio.rj.gov.br <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 31 <br>Turnos: 1º. Turno<br>2º. Turno<br> <br>Série Quantidade de Alunos <br>Ciclo de Formação - Período Final 180 <br>Ciclo de Formação - Período Inicial 179 <br>Ciclo de Formação - Período Intermediário 150 <br>Classe Especial 15 <br>Ed. Infantil - Pré-Escola 281 <br>4º Ano 113 <br>5º Ano 180 <br>6º Ano 250 <br>7º Ano 178 <br>8º Ano 126 <br>9º Ano 140 <br><br>--------------------------------------------------------------------------------";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.23863241122579,-22.87639864160907,0']"
"EM Profª Laura S.M. Pereira";"Unidade Escolar: E/SUBE/CRE(01.01.010) - Escola Municipal Professora Laura Sylvia Mendes Pereira - 11231 <br>Diretor: RITA DE CASSIA CANO ROMANO<br> <br>Endereço: Rua Gal. Sampaio 71  <br>Bairro: Caju <br>Cep: 20931-001 <br>Telefone: 3860-1088<br>2580-6881<br> <br>E-mail: emppereira@rio.rj.gov.br <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 6 <br>Turnos: 1º. Turno<br>2º. Turno<br> <br>Série Quantidade de Alunos <br>Ciclo de Formação - Período Final 58 <br>Ciclo de Formação - Período Inicial 59 <br>Ciclo de Formação - Período Intermediário 62 <br>Ed. Infantil - Pré-Escola 150 <br><br>--------------------------------------------------------------------------------";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21637460171965,-22.87786932800312,0']"
"EM Mal. Esperidião Rosas";"Unidade Escolar: E/SUBE/CRE(01.01.008) - Escola Municipal Marechal Esperidião Rosas - 11229 <br>Diretor: MARIA CRISTINA BRANDAO NEGREIROS CARAMURU<br> <br>Endereço: Rua Duque De Caxias 5  <br>Bairro: Caju <br>Cep: 20931-590 <br>Telefone: 3860-1042<br>2580-6531<br> <br>E-mail: emmrosas@rio.rj.gov.br <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 13 <br>Turnos: 1º. Turno<br>2º. Turno<br> <br>Série Quantidade de Alunos <br>Ciclo de Formação - Período Final 130 <br>Ciclo de Formação - Período Inicial 118 <br>Ciclo de Formação - Período Intermediário 121 <br>Ed. Infantil - Pré-Escola 207 <br>4º Ano 79 <br>5º Ano";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21836277123073,-22.88009641836499,0']"
"EM Mal. Mascarenhas de Moraes";"Unidade Escolar: E/SUBE/CRE(01.01.007) - Escola Municipal Marechal Mascarenhas de Moraes - 11228 <br>Diretor:  <br>Endereço: Rua Carlos Seidl 20  <br>Bairro: Caju <br>Cep: 20931-000 <br>Telefone: 2580-3381<br> <br>E-mail: emmmoraes@rio.rj.gov.br <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 22 <br>Turnos: 1º. Turno<br>2º. Turno<br> <br>Série Quantidade de Alunos <br>4º Ano 77 <br>5º Ano 74 <br>6º Ano 178 <br>7º Ano 155 <br>8º Ano 158 <br>9º Ano 147";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21649643808681,-22.87711483141913,0']"
"Ciep Henfil";"Diretor: NILCEA DE AZEVEDO SIQUEIRA<br> <br>Endereço: Rua Carlos Seidl  S/N.º  <br>Bairro: Caju <br>Cep: 20931-000 <br>Telefone: 2580-7957<br>3860-1095<br> <br>E-mail: ciephenfil@rio.rj.gov.br <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 35 <br>Turnos: Horário Integral<br>PEJ<br>1º. Turno<br>3º Turno<br> <br>Série Quantidade de Alunos <br>Ciclo de Formação - Período Final 107 <br>Ciclo de Formação - Período Inicial 122 <br>Ciclo de Formação - Período Intermediário 113 <br>Classe Especial 7 <br>Ed. Infantil - Pré-Escola 236 <br>PEJ 1 Bloco 1 60 <br>PEJ 1 Bloco 2 92 <br>PEJ 2 Bloco 1 69 <br>PEJ 2 Bloco 2 80 <br>4º Ano 58";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22514168323147,-22.88095686818772,0']"
"Classe Coop.Prof. Walter Fraenkel";"Prof. Walter Carlos de Magalhães Fraenkel<br>Unidade Escolar: E/SUBE/CRE(01.01.009) - Classe em Cooperação Professor Walter Carlos de Magalhães Fraenkel - 11230 <br>Diretor: FATIMA DE SOUZA BARROCAS ALMEIDA<br> <br>Endereço: Rua Carlos Seidl 1141  <br>Bairro: Caju <br>Cep: 20931-001 <br>Telefone: 3860-1079<br>2580-9835<br> <br>E-mail: ccpfraenkel@rio.rj.gov.br <br>   <br>Característica: Horário Parcial com 1 turno <br>Quantidade de Salas: 9 <br>Turnos: 1º. Turno<br>2º. Turno<br> <br>Série Quantidade de Alunos <br>4º Ano 39 <br>5º Ano 116 <br>6º Ano 121 <br>7º Ano 126 <br>8º Ano 125 <br>9º Ano 119";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22294020500713,-22.87832746397779,0']"
"Hospital Estadual Anchieta";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22268018813671,-22.87582833964806,0']"
"Hosp. Est. S.Sebastião";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21935696745151,-22.87641842249832,0']"
"Gr. Mulh.da Quinta Caju";"Iraides";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21268252012349,-22.87526289221006,0']"
"AMA  S.Sebastião";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22330032053218,-22.87976856666222,0']"
"AMA Pq. Boa Esperança";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22793312406726,-22.88141217423122,0']"
"AMA Na. Sra. da Penha";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.21647760718243,-22.87607173886639,0']"
"AMA Ladeira dos Funcionarios";"";"Centro Comunitário Raiz e Vida - Mapa PCU";"point";"[u'-43.22493913060318,-22.87967061910857,0']"
