importar?;polígono?;Comunidade;name;description;folder;type;geometry
O;sim;favela-nova-holanda;Observatorio de Favelas;Observatorio de Favelas do Rio de Janeiro<br>Entidade integrante do GAL Redes Rotas, desenvolve ações e pesquisa no campo da politicas públicas - favela e da cidade;Cidade de Deus - Mapa PCU;point;[u'-43.24681376918571,-22.85589107080734,0']
O;sim;favela-nova-holanda;Instituto Vida Real;Entidade integrante do GAL Redes Rotas, desenvolve projetos de complementação escolar e garantia de direitos para crianças, adolescentes e jovens;Cidade de Deus - Mapa PCU;point;[u'-43.24596130118144,-22.85594593201959,0']
O;sim;favela-nova-holanda;Digaí Maré;Entidade integrante do GAL Redes Rotas, atua com trabalhos de grupos de apoio psicológico.;Cidade de Deus - Mapa PCU;point;[u'-43.24145262505574,-22.85402290328105,0']
O;sim;favela-nova-holanda;Conexão G;Integrante do GAL Redes Rotas, desenvolve ações dirigidas a questões que envolvem;Cidade de Deus - Mapa PCU;point;[u'-43.24241089592839,-22.85450277990344,0']
O;sim;favela-nova-holanda;Vila Olimpica da Maré;Entidade Integrante do GAL Redes Rotas, desenvolve ações de esporte e lazer dirigidas aos diferentes públicos e faixas etárias da Maré;Cidade de Deus - Mapa PCU;point;[u'-43.23925409834407,-22.85641733293248,0']
não;;favela-nova-holanda;GAL Rede Rotas;;Cidade de Deus - Mapa PCU;point;[u'-43.2421201710984,-22.85455398375605,0']
R;sim;praia-da-rosa;Gal Juventude Feliz;;Cidade de Deus - Mapa PCU;point;[u'-43.18769974391722,-22.79461194452679,0']
O;sim;praia-da-rosa;P. S. Madre Tereza Calcutá;;Cidade de Deus - Mapa PCU;point;[u'-43.1857803490602,-22.78670136027814,0']
O;sim;praia-da-rosa;Clínica Santa Maria Madalena;;Cidade de Deus - Mapa PCU;point;[u'-43.18984411911379,-22.79803123124307,0']
O;sim;praia-da-rosa;Creche Maria Arminda Farabela;;Cidade de Deus - Mapa PCU;point;[u'-43.18626679308058,-22.78622330646576,0']
O;sim;praia-da-rosa;Colégio Tauá;;Cidade de Deus - Mapa PCU;point;[u'-43.18872025638415,-22.79789010999936,0']
O;sim;praia-da-rosa;Creche Cora Coralina;;Cidade de Deus - Mapa PCU;point;[u'-43.1910311204427,-22.79666290874063,0']
O;sim;praia-da-rosa;Centro Cum. Estrelinha do Futuro;;Cidade de Deus - Mapa PCU;point;[u'-43.19021390142948,-22.79656218886077,0']
O;sim;praia-da-rosa;Ass. de Moradores;;Cidade de Deus - Mapa PCU;point;[u'-43.18847469067848,-22.79318901601365,0']
O;sim;praia-da-rosa;Ass. de Mul. da Praia da Rosa;;Cidade de Deus - Mapa PCU;point;[u'-43.18873790919972,-22.79286598206387,0']
O;sim;praia-da-rosa;Cismana;centro de integração social cutural maria nazare;Cidade de Deus - Mapa PCU;point;[u'-43.18898496689246,-22.79316472899787,0']
não;;praia-da-rosa;Estação de Tratamento;ETIG;Cidade de Deus - Mapa PCU;point;[u'-43.18752749391987,-22.79440206492991,0']
não;;praia-da-rosa;Estaleiro EISA;;Cidade de Deus - Mapa PCU;point;[u'-43.18792104504379,-22.78539819411853,0']
não;;praia-da-rosa;Light;;Cidade de Deus - Mapa PCU;point;[u'-43.18953043298974,-22.79678990442721,0']
não;;praia-da-rosa;Reciclagem;;Cidade de Deus - Mapa PCU;point;[u'-43.18794417469979,-22.79323540853181,0']
R;sim;praia-da-rosa;Lan-House;lan house;Cidade de Deus - Mapa PCU;point;[u'-43.18852294314511,-22.79303076788843,0']
não;;praia-da-rosa;ponto de Ônibus;ponto de Ônibus;Cidade de Deus - Mapa PCU;point;[u'-43.18859243593513,-22.79246171825966,0']
R;sim;praia-da-rosa;Praça da Rosa;Praça da Rosa;Cidade de Deus - Mapa PCU;point;[u'-43.18824283208931,-22.79329649451159,0']
não;;praia-da-rosa;centro espirita;centro espirita;Cidade de Deus - Mapa PCU;point;[u'-43.18850779143003,-22.7928569918057,0']
não;;praia-da-rosa;igreja Rosa de Sarom;igreja Rosa de Sarom;Cidade de Deus - Mapa PCU;point;[u'-43.18813023887063,-22.79313494454767,0']
não;;praia-da-rosa;Fábrica de queijo;fabrica de queijo;Cidade de Deus - Mapa PCU;point;[u'-43.18758870709697,-22.79353339036012,0']
não;;praia-da-rosa;centro espirita;centro espirita;Cidade de Deus - Mapa PCU;point;[u'-43.19034922714172,-22.79622075997298,0']
não;;praia-da-rosa;centro espirita lar de josé;centro espirita lar de josé;Cidade de Deus - Mapa PCU;point;[u'-43.18617906501813,-22.79482034854871,0']
não;;praia-da-rosa;igreja são pedro;igreja são pedro;Cidade de Deus - Mapa PCU;point;[u'-43.18927326287703,-22.79242982384546,0']
R;sim;praia-da-rosa;praça do rosa;praça do rosa;Cidade de Deus - Mapa PCU;point;[u'-43.18916348086051,-22.79214029356433,0']
R;sim;praia-da-rosa;praça isaura torres;praça isaura torres;Cidade de Deus - Mapa PCU;point;[u'-43.18912711732194,-22.79252046212552,0']
R;sim;praia-da-rosa;praça manoel salles  coutinho;praça manoel salles  coutinho;Cidade de Deus - Mapa PCU;point;[u'-43.18901965126683,-22.79296476187536,0']
R;linha;praia-da-rosa;ciclovia Beira Mar;ciclovia Beira Mar;Cidade de Deus - Mapa PCU;point;[u'-43.18920600147881,-22.79289414536966,0']
R;sim;praia-da-rosa;praia;praia;Cidade de Deus - Mapa PCU;point;[u'-43.18971319077404,-22.7928664260715,0']
não;;praia-da-rosa;GovernadorIate Clube;governador iate clube;Cidade de Deus - Mapa PCU;point;[u'-43.192582207515,-22.79544232054234,0']
R;sim;praia-da-rosa;quadra de esportes euzebio de farias;quadra de esportes euzebio de farias;Cidade de Deus - Mapa PCU;point;[u'-43.18805834970848,-22.79361051675042,0']
R;sim;praia-da-rosa;praça são pedro;praça são pedro;Cidade de Deus - Mapa PCU;point;[u'-43.18877663876834,-22.79376587237449,0']
R;sim;praia-da-rosa;praça da valdira;praça da valdira;Cidade de Deus - Mapa PCU;point;[u'-43.1885982619605,-22.79444195222227,0']
O;sim;praia-da-rosa;Centro Médico Maria Madalena;;Cidade de Deus - Mapa PCU;point;[u'-43.18992100498928,-22.79766318981562,0']
R;;praia-da-rosa;rádio rio de janeiro;rádio rio de janeiro;Cidade de Deus - Mapa PCU;point;[u'-43.19004257488998,-22.79856458867815,0']
não;;praia-da-rosa;igreja universal;igreja universal;Cidade de Deus - Mapa PCU;point;[u'-43.18881384727366,-22.79671302346202,0']
N;;praia-da-rosa;ponto critico;ponto critico;Cidade de Deus - Mapa PCU;point;[u'-43.18933579264781,-22.79622453706613,0']
não;;praia-da-rosa;Ass. de Sapucaia;;Cidade de Deus - Mapa PCU;point;[u'-43.18963259914903,-22.7958540521549,0']
R;sim;praia-da-rosa;praça josé moreira;praça josé moreira;Cidade de Deus - Mapa PCU;point;[u'-43.18900687435112,-22.79337588724665,0']
não;;praia-da-rosa;TIFEBAL;fabrica de brinquedos TIFEBAL;Cidade de Deus - Mapa PCU;point;[u'-43.18869683194683,-22.79347691115394,0']
não;;praia-da-rosa;marli mãe creicheira;marli mãe creicheira;Cidade de Deus - Mapa PCU;point;[u'-43.18867534429904,-22.79416283966216,0']
não;;praia-da-rosa;vanessa mãe crecheira;vanessa mãe crecheira;Cidade de Deus - Mapa PCU;point;[u'-43.18866313090398,-22.79298499777002,0']
R;sim;praia-da-rosa;praça  do dodo;praça  do dodo;Cidade de Deus - Mapa PCU;point;[u'-43.18843528297276,-22.79473678501959,0']
R;sim;praia-da-rosa;praça leadro;praça leadro;Cidade de Deus - Mapa PCU;point;[u'-43.18887021010256,-22.79535835869353,0']
não;;praia-da-rosa;rosinha de sarom;rosinha de sarom;Cidade de Deus - Mapa PCU;point;[u'-43.18835967787876,-22.79528552211333,0']
não;;praia-da-rosa;atelie da masinha;atelie da masinha;Cidade de Deus - Mapa PCU;point;[u'-43.18891335160129,-22.79309862592423,0']
não;;praia-da-rosa;lanchonete isis e rany;lanchonete isis e rany;Cidade de Deus - Mapa PCU;point;[u'-43.18834792693939,-22.79325930726662,0']
não;;praia-da-rosa;lanchonete do manchete;lanchonete do manchete;Cidade de Deus - Mapa PCU;point;[u'-43.18853779630574,-22.79299250970103,0']
não;;praia-da-rosa;marcenaria do seu zé;marcenaria do seu zé;Cidade de Deus - Mapa PCU;point;[u'-43.18786291988602,-22.79499180657689,0']
não;;praia-da-rosa;bar do orlando;bar do orlando;Cidade de Deus - Mapa PCU;point;[u'-43.18891839867351,-22.79539803059437,0']
não;;praia-da-rosa;oficina de computador;oficina de computador;Cidade de Deus - Mapa PCU;point;[u'-43.18788444711384,-22.79487579395902,0']
não;;praia-da-rosa;lanchonete do tibibio;lanchonete do tibibio;Cidade de Deus - Mapa PCU;point;[u'-43.18874419424225,-22.79274815030424,0']
não;;praia-da-rosa;bar do jones;bar do jones;Cidade de Deus - Mapa PCU;point;[u'-43.18897110842194,-22.79252398393339,0']
não;;praia-da-rosa;deposito de gás;deposito de gás;Cidade de Deus - Mapa PCU;point;[u'-43.18821349951556,-22.7930329140464,0']
não;;praia-da-rosa;serraleria do diel;serraleria do diel;Cidade de Deus - Mapa PCU;point;[u'-43.19095617255628,-22.79612861094828,0']
não;;praia-da-rosa;padaria do Tiba;padaria do Tiba;Cidade de Deus - Mapa PCU;point;[u'-43.18843996894261,-22.79317260145344,0']
não;;praia-da-rosa;loja de 1,99;loja de 1,99;Cidade de Deus - Mapa PCU;point;[u'-43.18877666705969,-22.79269883941457,0']
não;;praia-da-rosa;locadora do mareco;locadora do mareco;Cidade de Deus - Mapa PCU;point;[u'-43.1886093367938,-22.79286912955694,0']
não;;praia-da-rosa;penção da neide;penção da neide;Cidade de Deus - Mapa PCU;point;[u'-43.18842689403233,-22.79301148870257,0']
não;;praia-da-rosa;bar da dona zéfa;bar da dona zéfa;Cidade de Deus - Mapa PCU;point;[u'-43.1884632942417,-22.79289795730507,0']
não;;praia-da-rosa;joana custureira comunitarea;joana custureira comunitarea;Cidade de Deus - Mapa PCU;point;[u'-43.18856343340614,-22.7928400986439,0']
não;;praia-da-rosa;material de construção;material de construção;Cidade de Deus - Mapa PCU;point;[u'-43.18768981851058,-22.7934310792036,0']
não;;praia-da-rosa;quiosque da quadra;quiosque da quadra;Cidade de Deus - Mapa PCU;point;[u'-43.18812843288315,-22.79347764082456,0']
não;;praia-da-rosa;oficina comunitarea do gentil;oficina comunitarea do gentil;Cidade de Deus - Mapa PCU;point;[u'-43.18845563981339,-22.7929556199019,0']
não;;praia-da-rosa;padaria do cici;padaria do cici;Cidade de Deus - Mapa PCU;point;[u'-43.18809111697256,-22.7939274864181,0']
não;;praia-da-rosa;oficina mecanica;oficina mecanica;Cidade de Deus - Mapa PCU;point;[u'-43.18750506570391,-22.79362751202852,0']
não;;praia-da-rosa;lanchonete da neide;lanchonete da neide;Cidade de Deus - Mapa PCU;point;[u'-43.1882935845895,-22.79355451058292,0']
não;;praia-da-rosa;peixaria da praia da rosa;peixaria da praia da rosa;Cidade de Deus - Mapa PCU;point;[u'-43.18882803344246,-22.79393381112407,0']
não;;praia-da-rosa;vera custureiravera custureira;vera custureiravera custureira;Cidade de Deus - Mapa PCU;point;[u'-43.18908687946099,-22.79305898307325,0']
não;;praia-da-rosa;bar do paulo;bar do paulo;Cidade de Deus - Mapa PCU;point;[u'-43.18903926967845,-22.79346317124563,0']
não;;praia-da-rosa;lanchonete da elena;lanchonete da elena;Cidade de Deus - Mapa PCU;point;[u'-43.18930643496124,-22.7927520789112,0']
não;;praia-da-rosa;bar da mara;bar da mara;Cidade de Deus - Mapa PCU;point;[u'-43.1881147525454,-22.79384182626074,0']
não;;praia-da-rosa;atelie da miste;atelie da miste;Cidade de Deus - Mapa PCU;point;[u'-43.18861317029975,-22.79575678972222,0']
não;;praia-da-rosa;farmacia do luciano;farmacia do luciano;Cidade de Deus - Mapa PCU;point;[u'-43.18855232497902,-22.7955563297933,0']
não;;praia-da-rosa;loja de roupas;loja de roupas;Cidade de Deus - Mapa PCU;point;[u'-43.18851039575857,-22.79551438219259,0']
não;;praia-da-rosa;salom da lora;salom da lora;Cidade de Deus - Mapa PCU;point;[u'-43.18814119360442,-22.79380726915461,0']
não;;praia-da-rosa;penha custureira;penha custureira;Cidade de Deus - Mapa PCU;point;[u'-43.18909406073536,-22.79280310456089,0']
não;;praia-da-rosa;salom da susy;salom da susy;Cidade de Deus - Mapa PCU;point;[u'-43.18843037006238,-22.79449142235083,0']
não;;praia-da-rosa;material de construção;material de construção;Cidade de Deus - Mapa PCU;point;[u'-43.18872188138358,-22.79691509282151,0']
O;sim;morro-do-INPS;Escola Municipal Jornalista Orlando Dantas;;Cidade de Deus - Mapa PCU;point;[u'-43.18214820688333,-22.79119854210724,0']
não;;morro-do-INPS;Lava jato;;Cidade de Deus - Mapa PCU;point;[u'-43.1851356766184,-22.78721311601721,0']
R;sim;morro-do-INPS;GAL Estrelinha Dourada;1.Se chama bancácarios porque era o local dos funcionarios do banco do brasil,pois os funcionaris trabalhavam e moravam por isso esse nome.<br><br>2.a associação trabalha com os moradosres em um conjunto de ajuda doando cestas-básicas,brinquedos,roupas,etc.<br><br>3.tem o projeto come livro para ajudar crianças.<br><br>4.distribuição de preservativos informando aos jovesns doenças sexualmente transmisivel,hiv,tuberculose,etc.<br><br>5.Combate a dengue informações e prevenções,lixo reciclável,etc.<br><br>6.É a 2 associação mais antiga da ilha do governado desde a compania de bonder.<br><br>7.Bancários já foi considerável um bairro nobre por visita de muitos estrangeiros e artistas que se banhavam na praia quando era limpa.<br>muitas pessoas ainda houvem falar sobre o Seu João Miquemei por montar o 1 bar mais conhecido por ter cerestas,etc.Um homem que marcou história também foi seu zé da amendueira que ajudou muito seu miqueimei a cuidar da praia quando ainda existia o mangue.<br>a ilha é constituida por 24 praias poluidas mais ainda sim,com belas paissagens.<br>Seu miqueimei foi 1 dos responsáveis pela linha de onibus 326 bancários castelo.Com isso o bairro começou a crescer e ser devastado por favelas com isso contitui-se favelas.;Cidade de Deus - Mapa PCU;point;[u'-43.1864541937266,-22.78587526770389,0']
O;sim;morro-do-INPS;Creche Municipal Maria Arminda Falabella Souza de Aguiar;-Distribuição de fraudas e brinquedos.<br>-Distribuição de lanches.;Cidade de Deus - Mapa PCU;point;[u'-43.18624295745521,-22.78624679123488,0']
O;sim;morro-do-INPS;Ciep João Mangabeira;-Reuniões são feitas,elaboradas e apresentadas para crianças e adolescentes e adultos na parte da noite.<br><br>-onde foi o 1 forum do gal;Cidade de Deus - Mapa PCU;point;[u'-43.18450078348656,-22.78828812213529,0']
não  ;;morro-do-INPS;Creche particular;;Cidade de Deus - Mapa PCU;point;[u'-43.18281375522739,-22.78808634632071,0']
não  ;;morro-do-INPS;Colégio Dunshee de Abranches;;Cidade de Deus - Mapa PCU;point;[u'-43.18275728663414,-22.7906182702757,0']
O;sim;morro-do-INPS;E.M. Sun-Yant-Sen;;Cidade de Deus - Mapa PCU;point;[u'-43.18306522388082,-22.79236030752899,0']
não;;morro-do-INPS;Escola particular;;Cidade de Deus - Mapa PCU;point;[u'-43.18109257371508,-22.78991496134929,0']
não;;morro-do-INPS;Escola particular;;Cidade de Deus - Mapa PCU;point;[u'-43.1814714872761,-22.7933029607187,0']
O;sim;morro-do-INPS;P. S. Madre Teresa de Calcuta;- Trabalhamos em conjunto com a comunidade com a ajuda dos agentes de saúde que em parceria visitam as casas e nos relatam os problemas que são contados. <br><br>- Reuniões são feitas com a participação de médicos, enfermeiros, agentes de saude, moradores, GALs,transpetro,caps,4 cre,donos de comércios em geral, sobre DST/HIV,TB, amamentação e violência doméstica.<br><br>- Foi feita a caminhada do multirão da dengue que abrangeu áreas como INPS, João Teles, Pixunas, Araras,Mata,etc.<br><br>-Academia carioca que somam dando exemplos de cidadania e diminuindo os numeros de sedentários no bairro.<br><br>-Semana do bebe carioca como lançamento do Baner feito pelo gal Estrelinha Dourada elaborado pelas adolescentes Izabella Pantaleão e Thaiza Dandara em parceria com o Rap da Saúde.;Cidade de Deus - Mapa PCU;point;[u'-43.18569307913627,-22.78679260742482,0']
O;sim;morro-do-INPS;Ass. de pescadores;;Cidade de Deus - Mapa PCU;point;[u'-43.18765282365056,-22.78425625173979,0']
O;sim;morro-do-INPS;Escoteiro do Mar;;Cidade de Deus - Mapa PCU;point;[u'-43.1853450557009,-22.78524825835697,0']
não  ;;morro-do-INPS;Explicadora tia Celina;;Cidade de Deus - Mapa PCU;point;[u'-43.18481028287268,-22.78744107236279,0']
não  ;;morro-do-INPS;Petobras;;Cidade de Deus - Mapa PCU;point;[u'-43.18487068431433,-22.78560105312688,0']
não;;morro-do-INPS;Marinha;;Cidade de Deus - Mapa PCU;point;[u'-43.18385397369047,-22.7850710208086,0']
não;;morro-do-INPS;Estaleiro EISA;;Cidade de Deus - Mapa PCU;point;[u'-43.18753270394289,-22.78521355998604,0']
R;sim;morro-do-INPS;Ponto de kombi;Ponto de kombi;Cidade de Deus - Mapa PCU;point;[u'-43.18443680596534,-22.78778528211878,0']
R;sim;morro-do-INPS;campo de futebol;campo de futebol;Cidade de Deus - Mapa PCU;point;[u'-43.18396176864115,-22.78745871070183,0']
R;sim;morro-do-INPS;área de lazer;área de lazer;Cidade de Deus - Mapa PCU;point;[u'-43.18737985296261,-22.78665184553907,0']
R;sim;morro-do-INPS;praça;praça;Cidade de Deus - Mapa PCU;point;[u'-43.18527534901024,-22.7944404098535,0']
R;sim;morro-do-INPS;Futebol de Praia;parquinho;Cidade de Deus - Mapa PCU;point;[u'-43.18617179854852,-22.78504965672493,0']
R;sim;morro-do-INPS;Praia;;Cidade de Deus - Mapa PCU;point;[u'-43.18608905381717,-22.78468345962482,0']
R;sim;morro-do-INPS;praça;praça;Cidade de Deus - Mapa PCU;point;[u'-43.17978109880169,-22.79143005239916,0']
R;sim;morro-do-INPS;praça;praça;Cidade de Deus - Mapa PCU;point;[u'-43.18082964449175,-22.79359758555336,0']
não;;morro-do-INPS;Ponto de onibus;Ponto de onibus;Cidade de Deus - Mapa PCU;point;[u'-43.18099869091777,-22.79073795908547,0']
N;sim;morro-do-INPS;lixo;lixo;Cidade de Deus - Mapa PCU;point;[u'-43.18507249485333,-22.78716738616197,0']
esclarecer;;morro-do-INPS;boleira;boleira;Cidade de Deus - Mapa PCU;point;[u'-43.18400136191226,-22.78779184207685,0']
esclarecer;;morro-do-INPS;Tia regininha que cuida dos animais da rua;Tia regininha que cuida dos animais da rua;Cidade de Deus - Mapa PCU;point;[u'-43.18558813651643,-22.78561722549463,0']
esclarecer;;morro-do-INPS;Farmácia Bancários;Farmácia Bancários;Cidade de Deus - Mapa PCU;point;[u'-43.18058625052373,-22.79138478646828,0']
não;;morro-do-INPS;Padaria Patinha linda;Padaria Patinha linda;Cidade de Deus - Mapa PCU;point;[u'-43.18442390045952,-22.78745043871255,0']
não;;morro-do-INPS;Mercadinho Santa Barbara;Mercadinho Santa Barbara;Cidade de Deus - Mapa PCU;point;[u'-43.18455249048188,-22.78735310713363,0']
não;;morro-do-INPS;quitanda do brito;quitanda do brito;Cidade de Deus - Mapa PCU;point;[u'-43.18500397084611,-22.78719954753598,0']
não;;morro-do-INPS;Trailler do Henrique;;Cidade de Deus - Mapa PCU;point;[u'-43.18598814451948,-22.7856026862054,0']
não;;morro-do-INPS;trailher da Lúcia;trailher da Lúcia;Cidade de Deus - Mapa PCU;point;[u'-43.1856398975442,-22.78519582398735,0']
não;;morro-do-INPS;peixaria;4 peixarias;Cidade de Deus - Mapa PCU;point;[u'-43.18571175671607,-22.78508862060233,0']
não;;morro-do-INPS;Peixaria;peixaria;Cidade de Deus - Mapa PCU;point;[u'-43.18624919313535,-22.78550812426648,0']
não;;morro-do-INPS;salão;salão;Cidade de Deus - Mapa PCU;point;[u'-43.18508953108219,-22.78680828741047,0']
não;;morro-do-INPS;Rezadeira e Benzedeira;Rezadeira e Benzedeira;Cidade de Deus - Mapa PCU;point;[u'-43.18455289057029,-22.78719522008543,0']
não;;morro-do-INPS;Centro de macumba;centro;Cidade de Deus - Mapa PCU;point;[u'-43.18685022155695,-22.78655252565621,0']
não;;morro-do-INPS;igreja;igreja;Cidade de Deus - Mapa PCU;point;[u'-43.18256980048244,-22.79503378187026,0']
não;;morro-do-INPS;centro espirita:lar de josé;centro espirita:lar de josé;Cidade de Deus - Mapa PCU;point;[u'-43.18619297837085,-22.79486417668112,0']
não;;morro-do-INPS;igreja de S.pedro;igreja de S.pedro;Cidade de Deus - Mapa PCU;point;[u'-43.18925640762085,-22.79241182465308,0']
não;;morro-do-INPS;padaria dos bancários;padaria dos bancários;Cidade de Deus - Mapa PCU;point;[u'-43.18075798919363,-22.79082277878402,0']
não;;morro-do-INPS;Mercado de carnes;Mercado de carnes;Cidade de Deus - Mapa PCU;point;[u'-43.18076428008905,-22.79078864573606,0']
não;;morro-do-INPS;concertos de eletro eletrônicos;concertos de eletro eletrônicos;Cidade de Deus - Mapa PCU;point;[u'-43.18077414864197,-22.79075366162392,0']
não;;morro-do-INPS;Loteria;Loteria;Cidade de Deus - Mapa PCU;point;[u'-43.1807697154948,-22.79071961581263,0']
não;;morro-do-INPS;Jornaleiro;jornaleiro;Cidade de Deus - Mapa PCU;point;[u'-43.18117630700428,-22.79043599124319,0']
não;;morro-do-INPS;Salão da jo;Salão da jo;Cidade de Deus - Mapa PCU;point;[u'-43.1813105599846,-22.79049211264297,0']
não;;morro-do-INPS;Médico particular;dentista e nuticionista;Cidade de Deus - Mapa PCU;point;[u'-43.181216516696,-22.79045483320602,0']
não;;morro-do-INPS;peças para carros;peças para carros;Cidade de Deus - Mapa PCU;point;[u'-43.18151223709245,-22.79071383819051,0']
não;;morro-do-INPS;papelaria;papelaria;Cidade de Deus - Mapa PCU;point;[u'-43.18153201664217,-22.79063090415911,0']
não;;morro-do-INPS;restaurante do marquinhos;restaurante do marquinhos;Cidade de Deus - Mapa PCU;point;[u'-43.1820355541851,-22.78970620646572,0']
não;;morro-do-INPS;salão;salão;Cidade de Deus - Mapa PCU;point;[u'-43.1819450454143,-22.78958248637985,0']
não;;morro-do-INPS;vendedor de camisasda escola;;Cidade de Deus - Mapa PCU;point;[u'-43.18273744205283,-22.78948651058528,0']
não;;morro-do-INPS;bazar;bazar;Cidade de Deus - Mapa PCU;point;[u'-43.18535712941358,-22.78739001920072,0']
não;;morro-do-INPS;Mercadinho;Mercadinho;Cidade de Deus - Mapa PCU;point;[u'-43.18535825311262,-22.78760329892187,0']
não;;morro-do-INPS;papelaria;papelaria;Cidade de Deus - Mapa PCU;point;[u'-43.18492536779269,-22.78796659430754,0']
não;;morro-do-INPS;bar;bar;Cidade de Deus - Mapa PCU;point;[u'-43.18484340740401,-22.78788977673593,0']
não;;morro-do-INPS;Trailler do Bigode;trailher;Cidade de Deus - Mapa PCU;point;[u'-43.18716714553703,-22.78655100183472,0']
não;;morro-do-INPS;Centro exoterico;Centro exoterico;Cidade de Deus - Mapa PCU;point;[u'-43.18779574931131,-22.78861442562514,0']
não;;morro-do-INPS;Bolos e Tortas;;Cidade de Deus - Mapa PCU;point;[u'-43.18733297929333,-22.78696119933608,0']
não;;morro-do-INPS;Bar da Dona Maria;;Cidade de Deus - Mapa PCU;point;[u'-43.18703638536046,-22.78663789110069,0']
não;;morro-do-INPS;Bar do joão;-Onde são realizados os encontros de moto club;Cidade de Deus - Mapa PCU;point;[u'-43.1867081029901,-22.78642103284744,0']
não;;morro-do-INPS;Bar da Rita;bar da rita;Cidade de Deus - Mapa PCU;point;[u'-43.18659672142323,-22.78631676139364,0']
não;;morro-do-INPS;bar da elena;;Cidade de Deus - Mapa PCU;point;[u'-43.18665917572891,-22.78634718674334,0']
não;;morro-do-INPS;sacolão;sacolão;Cidade de Deus - Mapa PCU;point;[u'-43.18113813775613,-22.79044753314113,0']
não;;morro-do-INPS;bar;bar;Cidade de Deus - Mapa PCU;point;[u'-43.18110409623532,-22.7903965740113,0']
não;;morro-do-INPS;doceria;doceria;Cidade de Deus - Mapa PCU;point;[u'-43.181118097942,-22.79043111913592,0']
não;;morro-do-INPS;salão;salão;Cidade de Deus - Mapa PCU;point;[u'-43.18106182345557,-22.79039282688425,0']
não;;morro-do-INPS;casa de construção;casa de construção;Cidade de Deus - Mapa PCU;point;[u'-43.18096965751578,-22.79032280444973,0']
não;;morro-do-INPS;bar;bar;Cidade de Deus - Mapa PCU;point;[u'-43.18474232734872,-22.78780069605316,0']
não;;morro-do-INPS;usuários de drogas;usuários de drogas;Cidade de Deus - Mapa PCU;point;[u'-43.18716115289124,-22.78469033713141,0']
não;;morro-do-INPS;valão poluido;valão poluido;Cidade de Deus - Mapa PCU;point;[u'-43.18531945301574,-22.78672805091261,0']
não;;morro-do-INPS;locadora;locadora;Cidade de Deus - Mapa PCU;point;[u'-43.18507306838401,-22.78790334300767,0']
não;;morro-do-INPS;posto telefonico;posto telefonico;Cidade de Deus - Mapa PCU;point;[u'-43.18461123200366,-22.78838463893667,0']
não;;morro-do-INPS;manicure;manicure;Cidade de Deus - Mapa PCU;point;[u'-43.1845328004374,-22.78841886339881,0']
não;;morro-do-INPS;loja de roupa;loja de roupa;Cidade de Deus - Mapa PCU;point;[u'-43.18450440891032,-22.78850303864095,0']
não;;morro-do-INPS;doceria;doceria;Cidade de Deus - Mapa PCU;point;[u'-43.184582348086,-22.78841183095667,0']
não;;morro-do-INPS;bar;bar;Cidade de Deus - Mapa PCU;point;[u'-43.18440769463361,-22.78865075470205,0']
não;;morro-do-INPS;posto de gasolina;posto de gasolina;Cidade de Deus - Mapa PCU;point;[u'-43.18275638203055,-22.79541195969038,0']
não;;morro-do-INPS;área militar;área militar;Cidade de Deus - Mapa PCU;point;[u'-43.1851640390362,-22.78480970421436,0']
não;;morro-do-INPS;mercado mundial;mercado mundial;Cidade de Deus - Mapa PCU;point;[u'-43.18309566275526,-22.79557787964334,0']
esclarecer;;morro-do-INPS;ponto de encontro dos jovens;ponto de encontro dos jovens;Cidade de Deus - Mapa PCU;point;[u'-43.18449407793791,-22.79312395896655,0']
não;;morro-do-INPS;Lava-Jato;;Cidade de Deus - Mapa PCU;point;[u'-43.1855096673244,-22.78529448606921,0']
não;;morro-do-INPS;Trailler da Cicília;;Cidade de Deus - Mapa PCU;point;[u'-43.18572915654549,-22.78530295952973,0']
não;;morro-do-INPS;Lazer com o volei;;Cidade de Deus - Mapa PCU;point;[u'-43.18583202363275,-22.78516779204458,0']
não;;morro-do-INPS;Brinquedos para as crianças;;Cidade de Deus - Mapa PCU;point;[u'-43.1859479244104,-22.78536653055561,0']
N;linha;morro-do-INPS;Canal de esgoto sem tratamento;;Cidade de Deus - Mapa PCU;point;[u'-43.18655183285408,-22.78552371906139,0']
não;;morro-do-INPS;Lanchonete;;Cidade de Deus - Mapa PCU;point;[u'-43.18708033240073,-22.78667780071642,0']
não;;morro-do-INPS;Lanchonete;;Cidade de Deus - Mapa PCU;point;[u'-43.18715906926404,-22.78671582240485,0']
não;;morro-do-INPS;Mercearia;;Cidade de Deus - Mapa PCU;point;[u'-43.18743121013642,-22.787002036458,0']
não;;morro-do-INPS;Pizzaria;;Cidade de Deus - Mapa PCU;point;[u'-43.18788015724888,-22.78732373481511,0']
não;;morro-do-INPS;Restaurante;;Cidade de Deus - Mapa PCU;point;[u'-43.18761479151606,-22.78722626508982,0']
R;;morro-do-INPS;Ponto de Kombi;;Cidade de Deus - Mapa PCU;point;[u'-43.18444668809979,-22.78773515535766,0']
R;;morro-do-INPS;Moto taxi;;Cidade de Deus - Mapa PCU;point;[u'-43.18456626552987,-22.7877367962839,0']
não;;morro-do-INPS;Salão;;Cidade de Deus - Mapa PCU;point;[u'-43.18439271507145,-22.78884510952832,0']
não;;morro-do-INPS;Troca de oleo;;Cidade de Deus - Mapa PCU;point;[u'-43.18430019372527,-22.78735565740369,0']
